ID,Traditional,Simplified,Pinyin,POS,Meaning,Examples,Variants
B2L07-1-13,正在,正在,zhèngzài,Adv,"progressive marker, while doing something",我們正在烤肉的時候，忽然下雨了。,
B2L07-1-14,公路,公路,gōnglù,N,highway,,
B2L07-1-15,石頭,石头,shítou,N,"stone, rock",,
B2L07-1-16,掉,掉,diào,Vpt,"to fall, to drop",,
B2L07-1-17,下來,下来,xiàlái,Ptc,down,這條公路很危險，一下大雨，山上的石頭就會掉下來。,
B2L07-1-18,一下子/一下,一下子/一下,yíxiàzi/yíxià,N,a while,,"[[""一下子"", ""yíxiàzi""], [""一下"", ""yíxià""]]"
B2L07-1-19,光,光,guāng,Vp,"nothing left, running out",週末到花蓮的火車票一下子就賣光了。,
B2L07-1-20,鐵路,铁路,tiělù,N,railway,這條鐵路從北部一直到南部，一共三百公里。,
B2L07-1-21,鐵,铁,tiě,N,iron,,
B2L07-1-22,網頁,网页,wǎngyè,N,web page,,
B2L07-1-23,訂位,订位,dìngwèi,V-sep,"to make a reservation, to book",那家印尼餐廳常常客滿，你最好先打電話訂位。,
B2L07-1-24,底,底,dǐ,N,"in the end of, bottom",這個月底我就可以學完這本書了。,
B2L07-1-25,出發,出发,chūfā,Vp,"to depart, to set out",這班車早上七點從台北出發，只停了三個站就到花蓮了。,
B2L07-1-26,國家公園,国家公园,guójiā gōngyuán,N,national park (M: 座),,
B2L07-1-27,爬,爬,pá,Vi,"to climb, to crawl",爬山是很好的運動。<br>那個孩子還不會走路，只會在地上爬。,
B2L07-1-28,座位,座位,zuòwèi,N,seat,我要搭火車去東部，座位是3車16號。,
B2L07-1-29,位子,位子,wèizi,N,seat,搭火車的時候，我喜歡坐在窗戶旁邊的位子，邊聽音樂邊看風景。,
B2L07-1-30,記,记,jì,V,"to write down, to note down",,
B2L07-1-31,日期,日期,rìqí,N,date,我把搭車的日期、時間都記下來了。,
B2L07-1-32,民宿,民宿,mínsù,Name,bed and breakfast (B&B) (M: 家),,
B2L07-1-33,蘇花公路,苏花公路,Sūhuā Gōnglù,Name,Suhua Highway,,
B2L07-1-34,台灣鐵路局/台鐵,台湾铁路局/台铁,Táiwān Tiělùjú/Táitiě,Name,Taiwan Railways,,"[[""台灣鐵路局"", ""Táiwān Tiělùjú""], [""台鐵"", ""Táitiě""]]"
B2L07-1-35,太魯閣號,太鲁阁号,Tàilǔgé Hào,Name,Taroko Express,,
B2L07-1-36,掉下來,掉下来,diàoxiàlái,Ph,"to fall, to drop",,
B2L07-1-37,記下來,记下来,jìxiàlái,Ph,"to write down, to note down",,
B2L07-2-01,計畫/計劃,计划/计划,jìhuà,V,to plan,,"[[""計畫"", ""jìhuà""], [""計劃"", ""jìhuà""]]"
B2L07-2-02,春假,春假,chūnjià,N,spring break,,
B2L07-2-03,森林,森林,sēnlín,N,forest (M: 座),,
B2L07-2-04,走走,走走,zǒuzǒu,Vi,to walk around (without specific purpose),我計畫暑假跟朋友到南部去走走。,
B2L07-2-05,草,草,cǎo,N,grass (M: 棵),,
B2L07-2-06,暖和,暖和,nuǎnhuo,Vs,"warm, get warm",春天來了，天氣暖和了，森林裡的草也綠了。,
B2L07-2-07,行李,行李,xínglǐ,N,"luggage, baggage (M: 件)",,
B2L07-2-08,大衣,大衣,dàyī,N,coat,,
B2L07-2-09,外套,外套,wàitào,N,jacket,我的行李很重，除了大衣、外套，還裝了一些書。,
B2L07-2-10,雨衣,雨衣,yǔyī,N,raincoat,,
B2L07-2-11,內衣,内衣,nèiyī,N,underwear,,
B2L07-2-12,團體,团体,tuántǐ,N,group,,
B2L07-2-13,自由,自由,zìyóu,Vs,free,參加團體旅遊比較不自由，可是不必自己訂旅館、訂車票。,
B2L07-2-14,趕,赶,gǎn,V,"to hurry, to rush",因為我趕時間，所以得搭計程車去車站。,
B2L07-2-15,當天,当天,dāngtiān,N,on that day,我很喜歡那個房子，看房子當天就跟房東簽約了。,
B2L07-2-16,留,留,liú,V,(people) to stay,花蓮的風景很美，我想多留兩天，慢慢地看。,
B2L07-2-17,國內,国内,guónèi,N,"within the country, domestic",你畢業後要出國留學或是留在國內工作，都是不錯的選擇。,
B2L07-2-18,不少,不少,bùshǎo,Vs,not few,沒想到利用春假出國旅行的人真不少！,
B2L07-2-19,信用卡,信用卡,xìnyòngkǎ,N,credit card (M: 張),他昨天去逛夜市的時候，信用卡被偷了。,
B2L07-2-20,放心,放心,fàngxīn,Vs-sep,"rest assured, relieved",我寫信給父母，跟他們說我在台灣很安全，請他們放心。,
B2L07-2-21,趁（著）,趁（着）,chèn(zhe),Prep,"to seize the moment, to take advantage of",李小姐趁出國時，在機場買了一瓶有名的香水。,"[[""趁"", ""chèn""], [""趁著"", ""chènzhe""]]"
B2L07-2-22,樣子,样子,yàngzi,N,"manner, looks",他在 KTV 唱歌的樣子，好像歌星一樣。<br>那件外套的樣子是今年最流行的。,
B2L07-2-23,成功,成功,chénggōng,Vs,"to succeed, to make it; to be successful",到東部的火車票很難訂，我訂了好幾次才成功。<br>這次社區的中秋節活動辦得很成功，大家都玩得很開心。,
B2L07-2-24,機票,机票,jīpiào,N,air tickets (M: 張),,
B2L07-2-25,阿里山,阿里山,Ālǐshān,Name,Alishan,,
B2L07-2-26,嘉義,嘉义,Jiāyì,Name,Chiayi,,
B2L07-2-27,阿里山小火車,阿里山小火车,Ālǐ Shān xiǎo huǒchē,Name,Alishan Forest Railway,,
B2L07-2-28,遊樂區,游乐区,yóulè qū,Ph,recreation area,,
B2L07-2-29,內衣褲,内衣裤,nèiyīkù,Ph,underwear,,
B2L08-1-01,貼紙,贴纸,tiēzhǐ,N,sticker (M: 張),請不要把貼紙貼在教室的桌子上。,
B2L08-1-02,貼,贴,tiē,V,"to paste, to stick on",,
B2L08-1-03,豆漿,豆浆,dòujiāng,N,soy (bean) milk,,
B2L08-1-04,盒子,盒子,hézi,N,"carton, box",,
B2L08-1-05,盒,盒,hé,M,box,,
B2L08-1-06,店員,店员,diànyuán,N,clerk,,
B2L08-1-07,差,差,chà/chā,Vst,"short of, lack",今天的考試，姐姐差兩分就一百了，真可惜！,"[[""差"", ""chà""], [""差"", ""chā""]]"
B2L08-1-08,娃娃,娃娃,wáwa,N,doll,,
B2L08-1-09,它,它,tā,N,it,,
B2L08-1-10,它們,它们,tāmen,N,they (for inanimate objects),,
B2L08-1-11,滿,满,mǎn,Vp/Vs,"to reach a certain amount, to be full",在這家餐廳吃飯，只要滿兩千塊，就送一盤水果。<br>那個杯子裡裝滿了水。,
B2L08-1-12,連,连,lián,Conj,even,莫以凡覺得推薦的「薦」很難寫，連他的台灣朋友也常寫錯。,
B2L08-1-13,得到,得到,dédào,Vpt,"to get, to obtain",他的成績很好，有機會得到出國留學的獎學金。,
B2L08-1-14,那樣,那样,nàyàng,Vs,that kind of,像珍珠奶茶那樣的飲料，在日本也很受歡迎。,
B2L08-1-15,海報,海报,hǎibào,N,poster (M: 張),,
B2L08-1-16,吸引,吸引,xīyǐn,Vst,to attract,台灣的夜市很有特色，吸引了不少外國遊客。,
B2L08-1-17,商人,商人,shāngrén,N,businessman,,
B2L08-1-18,心理,心理,xīnlǐ,N,psychology,,
B2L08-1-19,尺,尺,chǐ,N,ruler (M: 把),,
B2L08-1-20,牙刷,牙刷,yáshuā,N,"toothbrush (M: 把,支)",,
B2L08-1-21,卡通人物,卡通人物,kǎtōng rénwù,N,cartoon character,,
B2L08-1-22,卡通,卡通,kǎtōng,N,cartoon,,
B2L08-1-23,人物,人物,rénwù,N,character,,
B2L08-1-24,喜愛,喜爱,xǐ'ài,Vst,to like,我妹妹非常喜愛像Hello Kitty那樣的卡通人物。,
B2L08-1-25,只好,只好,zhǐhǎo,Adv,have no choice but to,我忘了帶課本，上課的時候只好跟同學一起看。,
B2L08-1-26,花,花,huā,V,to spend,我想要得到便利商店的貼紙，所以花了很多錢買東西。,
B2L08-1-27,開始,开始,kāishǐ,N,"start, beginning",這個演唱會，從開始到最後都很好看。,
B2L08-1-28,為了,为了,wèile,Prep,for,為了身體健康，你應該常常運動。,
B2L08-1-29,顧客,顾客,gùkè,N,customer,,
B2L08-1-30,變成,变成,biànchéng,Vpt,to become,以前沒什麼人喜歡露營，可是最近露營變成了一種流行的活動。,
B2L08-1-31,所有,所有,suǒyǒu,Det,all,昨天華語中心辦的中秋節活動，所有學生都來參加了。,
B2L08-1-32,這樣,这样,zhèyàng,Adv,"such as, so adj as",把考試的日期記在手機裡，這樣做就不會忘了。,
B2L08-1-33,那樣,那样,nàyàng,Adv,as much as suggested,不少人喜歡買像史努比那樣可愛的娃娃。,
B2L08-1-34,類,类,lèi,M/N,"kind, category, type",這一類的中文小說都放在圖書館的二樓。,
B2L08-1-35,影響,影响,yǐngxiǎng,N,"influence, impact",吃太多炸的東西，對身體會有不好的影響。,
B2L08-1-36,增加,增加,zēngjiā,Vpt,to increase,今年台北101跨年的人比去年增加了十萬人。,
B2L08-1-37,紀念,纪念,jìniàn,N,"souvenir, remembrance",我買了幾張當地的明信片，這些是這次旅行很好的紀念。,
B2L08-1-38,史努比,史努比,Shǐnǔbǐ,Name,Snoopy,,
B2L08-1-39,一開始,一开始,yìkāishǐ,Ph,"at first, in the beginning",新年是一個新的開始，所以每年一開始就要做好計畫。,
B2L08-1-40,想出（來）,想出（来）,xiǎng chū (lái),Ph,"to come up with, to figure out",,"[[""想出"", ""xiǎng chū""], [""想出來"", ""xiǎng chū lái""]]"
B2L08-1-41,吸引力,吸引力,xīyǐnlì,Ph,attraction,,
B2L08-2-01,變,变,biàn,Vp,to change,陳可欣覺得方靜文變了，可是靜文覺得自己沒變。,
B2L08-2-02,打瞌睡,打瞌睡,dǎ kēshuì,V-sep,to doze off,,
B2L08-2-03,以為,以为,yǐwéi,V,to suppose,我以為今天有考試，其實是明天才考。,
B2L08-2-04,發生,发生,fāshēng,Vpt,to happen,那個學生已經一個星期沒來上課了，他發生了什麼事？,
B2L08-2-05,連續劇,连续剧,liánxùjù,N,drama series (M: 部),,
B2L08-2-06,關係,关系,guānxì,N,"sake, relation, relationship",陳可欣因為感冒的關係，在家休息了幾天。,
B2L08-2-07,韓式,韩式,Hánshì,N,Korean style,,
B2L08-2-08,服裝,服装,fúzhuāng,N,clothing,,
B2L08-2-09,帽子,帽子,màozi,N,"hat, cap (M: 頂)",,
B2L08-2-10,毛衣,毛衣,máoyī,N,sweater (M: 件),,
B2L08-2-11,化妝品,化妆品,huàzhuāngpǐn,N,"make-up, cosmetics",,
B2L08-2-12,商品,商品,shāngpǐn,N,commodity,,
B2L08-2-13,化妝,化妆,huàzhuāng,Vi,to put on make-up,,
B2L08-2-14,保養,保养,bǎoyǎng,V,"skincare, healthcare, maintenance",我的汽車每半年就需要保養一次。,
B2L08-2-15,後年,后年,hòunián,N,"the year after next year, two years later",,
B2L08-2-16,遊學,游学,yóuxué,N,study tour,我想利用後年的暑假去英國遊學。,
B2L08-2-17,影集,影集,yǐngjí,N,TV series (M: 部),,
B2L08-2-18,平常,平常,píngcháng,Vs,"common, ordinary",在台灣，去KTV唱歌是很平常的活動。,
B2L08-2-19,方式,方式,fāngshì,N,way,你打算用什麼方式慶祝父親六十歲的生日？,
B2L08-2-20,改變,改变,gǎibiàn,N,change,這裡的交通有很大的改變，比以前方便多了。,
B2L08-2-21,韓流,韩流,Hánliú,Name,Korean wave,,
B2L08-2-22,韓劇,韩剧,Hánjù,Name,Korean drama series,,
B2L08-2-23,日劇,日剧,Rìjù,Name,Japanese drama series,,
B2L08-2-24,愛上,爱上,àishàng,Ph,"to be enchanted by, to fall for",,
B2L08-2-25,跟上,跟上,gēnshàng,Ph,keep up with,,
B2L09-1-01,鐘,钟,zhōng,N,"clock, bell",,
B2L09-1-02,到,到,dào,Prep,"to (a destination), until",,
B2L09-1-03,翻,翻,fān,V,"to turn, to leaf",現在開始上課，請大家把書翻到第九課。,
B2L09-1-04,頁,页,yè,M,page,這本中文書，我念到第四十三頁了。,
B2L09-1-05,三明治,三明治,sānmíngzhì,N,sandwich,,
B2L09-1-06,門,门,mén,M,measure word for courses,這學期我選了三門課，聽說都不輕鬆！,
B2L09-1-07,課堂,课堂,kètáng,N,class,下星期一有課堂小考和口試，我得好好準備。,
B2L09-1-08,期末,期末,qímò,N,end of semester,,
B2L09-1-09,口試,口试,kǒushì,N/Vi,oral test; to have an oral test,我上次口試的時候太緊張，所以沒聽懂老師問的問題。,
B2L09-1-10,篇,篇,piān,M,measure word for article,這個週末我得寫一篇五百字的作文。,
B2L09-1-11,作文,作文,zuòwén,N/Vi,composition (M: 篇); to write a composition,我不喜歡作文，因為我常常不知道要寫什麼。,
B2L09-1-12,用功,用功,yònggōng,Vs,"to study hard, diligent in learning",這門課很難，我得用功一點兒，要不然老師可能會當了我。,
B2L09-1-13,當,当,dàng,V,"to fail, to flunk",這門課很難，我得用功一點兒，要不然老師可能會被當。,
B2L09-1-14,修,修,xiū,V,"to study, to take (a course)",聽說王教授的課很有意思，下學期我要修他的課。,
B2L09-1-15,教授,教授,jiàoshòu,N,professor,聽說王教授的課很有意思，下學期我要修他的課。,
B2L09-1-16,知識,知识,zhīshì,N,knowledge,如果你希望有豐富的知識，就應該用功讀書。,
B2L09-1-17,豐富,丰富,fēngfù,Vs,abundant,因為今天是爸爸的生日，所以晚餐非常豐富。,
B2L09-1-18,教法,教法,jiàofǎ,N,teaching method,那位教授的教法很好，很多學生都想修他的課。,
B2L09-1-19,系,系,xì,N,(college) department,,
B2L09-1-20,文法,文法,wénfǎ,N,grammar,,
B2L09-1-21,筆試,笔试,bǐshì,N/Vi,written exam; to have a written test,這次期末的筆試不太難，大家都考得不錯。今天早上考筆試的時候，我寫得太慢了，所以沒寫完。,
B2L09-1-22,交,交,jiāo,V,to hand in,這篇作文明天得交給老師，今天晚上一定得寫完。,
B2L09-1-23,報告,报告,bàogào,N,"a report (M: 份,篇)",這個週末我得在家做一份報告，不能出去玩。,
B2L09-1-24,認真,认真,rènzhēn,Vs,"conscientious, earnest, diligent",他上課的時候很認真，所以功課一直很好。,
B2L09-1-25,字典,字典,zìdiǎn,N,"dictionary (M: 本,部)",我每次翻譯日文小說的時候，都要查字典。,
B2L09-1-26,翻譯,翻译,fānyì,V/N,to translate; translation; translator,這篇文章的中文翻譯翻得很好。,
B2L09-1-27,翻,翻,fān,V,to translate,他的英文、日文都很好，畢業以後想當翻譯。,
B2L09-1-28,題,题,tí,M,measure word for questions,這次數學期末考的筆試很難，我有四題寫錯了。,
B2L09-1-29,努力,努力,nǔlì,Vs,"to make efforts, to strive",他一直很努力，所以現在當老闆了。,
B2L09-1-30,能力,能力,nénglì,N,"capability, ability",你得多念一點兒書，將來才有能力當教授。,
B2L09-1-31,將來,将来,jiānglái,N,in the future,你得多念一點兒書，將來才有能力當教授。,
B2L09-1-32,夠,够,gòu,Adv,enough,你的能力夠好，做這個工作一定沒問題。,
B2L09-1-33,加油,加油,jiāyóu,Vi,"to go for it, to cheer on",他明天要參加籃球比賽，我們去幫他加油吧！,
B2L09-1-34,義大利,义大利,Yìdàlì,,Italy,,
B2L09-1-35,期末考,期末考,qímòkǎo,,final exam,,
B2L09-2-01,交換,交换,jiāohuàn,V,to exchange,,
B2L09-2-02,中心,中心,zhōngxīn,N,center,我跟華語文中心的美國學生語言交換，他教我英文，我教他中文。,
B2L09-2-03,漢語,汉语,Hànyǔ,N,"Chinese language, Mandarin",有的日本學生覺得寫漢字不難，可是漢語的聲調很難。,
B2L09-2-04,漢字,汉字,hànzì,N,Chinese character,有的日本學生覺得寫漢字不難，可是漢語的聲調很難。,
B2L09-2-05,聲調,声调,shēngdiào,N,tones (of Chinese characters),有的日本學生覺得寫漢字不難，可是漢語的聲調很難。,
B2L09-2-06,部分/部份,部分/部份,bùfèn,N,"part, fraction",,"[[""部分"", ""bùfèn""], [""部份"", ""bùfèn""]]"
B2L09-2-07,生字,生字,shēngzì,N,new vocabulary,老師把這個生字清楚地寫在黑板上。,
B2L09-2-08,清楚,清楚,qīngchǔ,Vs,"clearly, clear",很多外國學生弄不清楚漢字的聲調。,
B2L09-2-09,造句,造句,zàojù,V-sep,to make a sentence,老師說得寫了生字、造了句，才可以下課。,
B2L09-2-10,報告,报告,bàogào,V,"to report, to make a presentation",上中文課時，老師要我們用中文報告在台灣的生活。,
B2L09-2-11,表達,表达,biǎodá,Vi,"to express, to convey",那個外國學生常跟台灣朋友聊天，用中文表達自己的意見。,
B2L09-2-12,意見,意见,yìjiàn,N,"points of view, opinion",那個外國學生常跟台灣朋友聊天，用中文表達自己的意見。,
B2L09-2-13,錯字,错字,cuòzì,N,wrong character,這篇作文的錯字太多了，所以分數不高。,
B2L09-2-14,交,交,jiāo,V,"to make (friends), to associate with",那個美國人在台灣交了很多朋友，每天都過得很開心。,
B2L09-2-15,語法,语法,yǔfǎ,N,grammar,我覺得「把」的語法很難，造句的時候常弄錯。,
B2L09-2-16,借,借,jiè,V,to borrow; to lend,這本書只能借到下個禮拜一，再看兩天就得還了。,
B2L09-2-17,還,还,huán,V,"to give back, to return",這本書只能借到下個禮拜一，再看兩天就得還了。,
B2L09-2-18,迷路,迷路,mílù,Vp-sep,"to get lost, to lose one's way",外國人覺得台灣人很好，迷路時，都會有人告訴他們怎麼走。,
B2L09-2-19,感動,感动,gǎndòng,Vs,"(feeling) moved, touched",黃小姐生日那天，男朋友送給她九百九十九朵玫瑰花，讓她感動得不得了。,
B2L09-2-20,煩惱,烦恼,fánnǎo,Vs,"worried, annoyed, vexed",他很煩惱，不知道畢業以後要找什麼工作。,
B2L09-2-21,建議,建议,jiànyì,N,"suggestion, advice",我想趁著暑假去旅行，你有什麼建議嗎？,
B2L09-2-22,華語（文）中心,华语（文）中心,Huáyǔ (wén) zhōngxīn,,Center of Chinese Language and Culture,,"[[""華語中心"", ""Huáyǔ zhōngxīn""], [""華文中心"", ""Huáwén zhōngxīn""]]"
B2L10-1-01,健身,健身,jiànshēn,Vi,to work out,,
B2L10-1-02,頭痛,头痛,tóutòng,Vs,to have a headache,最近天氣變得很冷，所以我常常頭痛。,
B2L10-1-03,拉肚子,拉肚子,lādùzi,V-sep,to have diarrhea,我吃了不乾淨的東西，今天就拉了三次肚子了。,
B2L10-1-04,看病,看病,kànbìng,V-sep,to see a doctor,爸爸這幾天背很疼，看了兩次病了，還是不舒服。,
B2L10-1-05,老是,老是,lǎoshì,Adv,"always, invariably",你上班老是遲到，老闆不生氣嗎？,
B2L10-1-06,改,改,gǎi,V,"to modify, to alter, to correct",這件衣服太大了，請你幫我改小一點兒。,
B2L10-1-07,健身房,健身房,jiànshēnfáng,N,gym,龍先生每天都去健身房健身，所以身體很好。,
B2L10-1-08,從小,从小,cóngxiǎo,Adv,since childhood,陳小姐從小就愛史努比，所以臥房裡到處都是史努比的娃娃。,
B2L10-1-09,操場,操场,cāochǎng,N,playground,,
B2L10-1-10,體育,体育,tǐyù,N,physical education,,
B2L10-1-11,腿,腿,tuǐ,N,leg,,
B2L10-1-12,脖子,脖子,bózi,N,neck,,
B2L10-1-13,死,死,sǐ,Vs,dead/deceased,我去義大利旅行的時候，不小心把護照弄丟了，我擔心死了。,
B2L10-1-14,誇張,夸张,kuāzhāng,Vs,to exaggerate,你說你昨天吃了五盤芒果冰，太誇張了吧！,
B2L10-1-15,叫,叫,jiào,V,to call,,
B2L10-1-16,救護車,救护车,jiùhùchē,N,ambulance,,
B2L10-1-17,送,送,sòng,V,to deliver; to give somebody a ride,我沒點滷肉飯，他們送錯了。陳先生每天都開車送孩子去學校。,
B2L10-1-18,救命,救命,jiùmìng,V-sep,to save life,救護車開得很快，因為要救人一命。,
B2L10-1-19,救,救,jiù,V,to save,那個孩子受了傷，好像快死了，媽媽請醫生快點兒救救他。,
B2L10-1-20,照,照,zhào,Prep,according to,很多父母希望孩子照他們的意思做，因為怕孩子自己做不好。,
B2L10-1-21,教練,教练,jiàoliàn,N,coach,,
B2L10-1-22,變,变,biàn,V,"to get, to become (followed by Vs)",隔壁的王媽媽化妝以後，變年輕了。,
